"Country.Name","Country.Code","year","cpi","trade_openness","agr_share","Region","IncomeGroup","edu","country","currency_unit","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","gdp_log","k_log","employment_log","cpi_log","trade_openness_log","agr_share_log","edu_log","Y_L"
"Bhutan","BTN",2012,10.919656944683,104.186841823183,11.77379419,"South Asia","Lower middle income",20.98,"Bhutan","Ngultrum",5867.8212890625,6640.0498046875,0.701581,0.266609907150269,NA,NA,4637.7216796875,7776.009765625,5940.5927734375,6646.3427734375,36862.51171875,NA,NA,NA,6508.69775390625,4557.6953125,7887.32470703125,39205.20703125,NA,NA,NA,NA,NA,0.0461954139173031,53.4372333333333,0.247678354382515,0.306987911462784,0.274390041828156,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.450143597488906,74.4444444444444,0.405694484710693,0.472182661294937,0.292091012001038,0.125302150845528,-0.238805055618286,-0.0564653165638447,0.296280324459076,0.394634813070297,0.18017353117466,0.637879908084869,0.624820411205292,0.242849767208099,NA,8.78089467738997,NA,-1.3219687108242,2.39056455450122,4.64618584325706,2.46587623041252,3.04356960296815,24905.4878555019
"Central African Republic","CAF",2012,5.47829594346117,33.0594485943314,36.81416647,"Sub-Saharan Africa","Low income",6.94,"Central African Republic","CFA Franc BEAC",5446.81201171875,5549.8046875,4.436416,1.7134416103363,NA,1.48858284950256,5471.873046875,5969.423828125,5428.763671875,5477.18212890625,21662.935546875,0.000276488135568798,0.355845749378204,0.372636616230011,5864.87939453125,6533.60400390625,6879.02099609375,27250.21875,0.945719063282013,1.45885455608368,1.41757535934448,0.164315789937973,0.19484980404377,0.0290313772857189,510.52713590197,0.45474562048912,0.462401807308197,0.458314150571823,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.247778142676758,57.7777777777778,0.877376914024353,0.0908406749367714,0.121653825044632,0.0312468968331814,-0.0626976266503334,-0.058420691639185,0.460756927728653,0.546601414680481,0.411391764879227,0.667141973972321,0.63344395160675,0.379232794046402,1.15689849853516,8.67673719728386,-0.0558097273103818,0.538503985496478,1.70079409337967,3.49830741331644,3.60588272952131,1.93730177451871,3238.98092238505
"Cote d'Ivoire","CIV",2012,1.30451119915597,70.3010893191249,16.37514988,"Sub-Saharan Africa","Lower middle income",13.69,"Côte d'Ivoire","CFA Franc BCEAO",72371.4140625,72098.40625,21.547188,6.06752634048462,NA,1.56555509567261,59254.69921875,70308.5625,73241.5546875,71601.4375,164736.109375,0.00199305824935436,0.719569861888885,0.678903162479401,63509.11328125,52061.3515625,59678.71484375,119666.015625,0.569806456565857,0.89364618062973,0.830531120300293,0.349659830331802,0.313114523887634,0.0394464321434498,510.52713590197,0.417774200439453,0.429999500513077,0.439849108457565,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.259751187887935,63.3333333333333,0.719509482383728,0.15438050031662,0.108053468167782,0.244001001119614,-0.231337413191795,0.00539298122748733,0.411177426576614,0.495533734560013,0.461700856685638,0.621664762496948,0.589809417724609,0.316647261381149,1.56695008277893,11.0589386908235,-0.562458525698117,1.802950999851,0.265828410575786,4.25278729398995,2.79576493445653,2.61666563930036,11882.6688512145
"Cameroon","CMR",2012,2.73529677529539,50.0360127271229,16.65724017,"Sub-Saharan Africa","Lower middle income",15.5,"Cameroon","CFA Franc BEAC",65973.5078125,68232.21875,21.485265,8.72496891021729,NA,1.8756115436554,56934.515625,69153.8671875,66398.4921875,67465.125,169035.875,0.00257548270747066,0.413826763629913,0.407571882009506,67701.2421875,59512.1328125,70074.3828125,160505.65625,0.776724398136139,0.947669565677643,0.953929245471954,0.503528833389282,0.128311738371849,0.0541658401489258,510.52713590197,0.415999591350555,0.438329786062241,0.431399703025818,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.548860429928144,60,0.717383503913879,0.181120991706848,0.126526847481728,0.110003210604191,-0.170504122972488,0.0354696027934551,0.415898382663727,0.542374432086945,0.416573345661163,0.576035916805267,0.566375851631165,0.392827600240707,0.855467736721039,11.1228598071441,-0.252669691488886,2.16618890478326,1.00623994014999,3.91274300071178,2.81284496695379,2.7408400239252,7820.33947079139
"Congo, Dem. Rep.","COD",2012,9.72182806273364,68.3517113952036,20.44106071,"Sub-Saharan Africa","Low income",13.88,"D.R. of the Congo","Franc Congolais",53205.30078125,53398.21875,69.020747,20.0931854248047,NA,1.63472867012024,50951.13671875,57120.7421875,53511.00390625,52962.1328125,110162.90625,NA,NA,NA,60771.546875,59441.828125,70496.1796875,192811.5,NA,NA,NA,NA,NA,0.0273385141044855,919.755408333333,0.531569063663483,0.547668099403381,0.553343832492828,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.250473752053015,43.3333333333333,0.816609382629395,0.116490893065929,0.145420134067535,0.195774152874947,-0.1802639067173,-0.0940307080745697,0.538467109203339,0.680620431900024,0.492833137512207,0.65351277589798,0.628173470497131,0.458810746669769,NA,11.0148769793883,NA,3.00038072398834,2.27437367308667,4.22466660155735,3.01754565782468,2.63044895507866,2657.52879003848
"Congo, Rep.","COG",2012,5.01018773134471,97.444435145443,3.798774923,"Sub-Saharan Africa","Lower middle income",15.15,"Congo","CFA Franc BEAC",29190.509765625,33997.109375,4.510199,1.61954665184021,NA,2.02842950820923,12577.9091796875,24227.3046875,29807.078125,31664.203125,128397.375,NA,NA,NA,23884.548828125,17892.720703125,27657.48828125,92100.1796875,NA,NA,NA,NA,NA,0.0419007614254951,510.52713590197,0.527016997337341,0.593614876270294,0.558798968791962,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.189302802480717,50,0.263437569141388,0.367904275655746,0.133790478110313,0.60368537902832,-0.368817746639252,0,0.504506528377533,0.665520906448364,0.57134073972702,0.537633895874023,0.596383213996887,0.483835458755493,NA,10.0809870363061,NA,0.482146265537422,1.61147338572103,4.57928231960721,1.33467862606973,2.71800053195538,20991.7444096907
"Comoros","COM",2012,6.31474450315196,40.8104189375399,30.17296341,"Sub-Saharan Africa","Lower middle income",29.82,"Comoros","Comoro Franc",2036.85876464844,2143.79370117188,0.723871,0.165384873747826,NA,NA,2193.91625976562,2507.18237304688,2039.7080078125,2101.36791992188,10076.943359375,NA,NA,NA,2037.8671875,2131.15942382812,2457.46655273438,10513.8330078125,NA,NA,NA,NA,NA,0.0319210886955261,382.895546499878,0.494388818740845,0.498061716556549,0.483447223901749,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.433610091230544,41.1111111111111,0.942946314811707,0.149077206850052,0.101095706224442,0.0648849681019783,-0.258004158735275,-1.11907451892396e-16,0.503230094909668,0.523784518241882,0.411924004554749,0.666542410850525,0.597077071666718,0.363303869962692,NA,7.61965904360222,NA,-1.79947995312703,1.84288729625903,3.70893741492591,3.40694627207952,3.39517930933659,12962.4532920748
"Cabo Verde","CPV",2012,2.54039644167109,90.649916554117,5.790887585,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Cabo Verde Escudo",3237.45703125,3427.46923828125,0.505235,0.186003431677818,NA,NA,2851.24291992188,3901.8271484375,3267.49291992188,3339.99267578125,15164.3896484375,0.000195436630747281,NA,NA,3329.43920898438,2831.78833007812,3724.8505859375,13764.533203125,0.862311005592346,NA,NA,0.640122711658478,0.044709324836731,0.0462286099791527,85.8224354277952,0.50518387556076,0.536156535148621,0.524518489837646,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.644011504556282,68.8888888888889,0.681143403053284,0.314546853303909,0.172524020075798,0.0245262943208218,-0.397594571113586,0.204854011535645,0.500165820121765,0.620215237140656,0.524995565414429,0.680844128131866,0.568356871604919,0.455014109611511,0.491885334253311,8.11055916308226,-0.148139278038686,-1.68199015555839,0.93232014824939,4.50700501667222,1.75628557603659,NA,18426.9139948884
"Djibouti","DJI",2012,3.73120950756887,NA,NA,"Middle East & North Africa","Lower middle income",20.72,"Djibouti","Djibouti Franc",3248.48071289062,3686.36572265625,0.868137,0.321615874767303,NA,NA,2818.48583984375,5303.32275390625,3354.31030273438,3214.453125,11549.958984375,0.000144875841215253,NA,NA,2785.02856445312,2983.96215820312,3603.513671875,5182.19091796875,0.532229900360107,NA,NA,0.633568584918976,0.106177218258381,0.057170033454895,177.721,0.504400014877319,0.508357763290405,0.530475854873657,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.351984501609531,46.6666666666667,0.65415221452713,0.773020088672638,0.222664415836334,0.921460747718811,-1.57129752635956,3.30008503163226e-12,0.503315567970276,0.512846946716309,0.507585942745209,0.676004886627197,0.592595219612122,0.329123049974442,0.657625377178192,7.93201340884492,-0.630679739453581,-1.13439738105695,1.31673244585704,NA,NA,3.03109941739128,11462.0141972887
"Algeria","DZA",2012,8.89145091062317,65.4049791981269,8.026971674,"Middle East & North Africa","Lower middle income",29.42,"Algeria","Algerian Dinar",548019.4375,559592.375,37.383895,10.2156648635864,NA,2.11176919937134,343658.90625,502371.0625,548297,541910.25,2091271.375,NA,NA,NA,408184.5625,299869.71875,407232.625,1636603.125,NA,NA,NA,NA,NA,0.0436537973582745,77.5359666666667,0.319165647029877,0.38128799200058,0.385781735181808,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.334276748102096,58.8888888888889,0.324467808008194,0.292875319719315,0.309694200754166,0.244871824979782,-0.152845934033394,-0.019063163548708,0.382224261760712,0.51580137014389,0.253098905086517,0.541571497917175,0.60811460018158,0.34388455748558,NA,12.9194747101714,NA,2.32392231313991,2.18509024325322,4.180598390093,2.08280733030305,3.38167471517329,54777.8712861517
"Egypt, Arab Rep.","EGY",2012,7.11172943343083,40.7117692721084,11.27276423,"Middle East & North Africa","Lower middle income",31.75,"Egypt","Egyptian Pound",1032041.625,1133662.375,86.422243,23.5930995941162,NA,2.43564009666443,1004883,1110805.5,1029295.1875,1120482,1381673,0.0204244013875723,1.39252483844757,1.3264307975769,970683.5625,825197.125,909380.625,1222941.625,0.827653288841248,0.998802840709686,0.960790932178497,0.313835680484772,0.343291729688644,0.0589346140623093,6.05605833333333,0.252873927354813,0.268665701150894,0.246801182627678,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.556439405102437,86.6666666666667,0.761009037494659,0.0945330187678337,0.135821998119354,0.0423484444618225,-0.100790448486805,0.0670780017971992,0.261756300926208,0.41848161816597,0.203106090426445,0.619949281215668,0.618641257286072,0.292054712772369,1.41657638549805,13.7857558059008,-0.189160945573657,3.16095427919743,1.96174545381959,3.70651722195146,2.42238957126903,3.4578927253387,48050.5908296475
"Eritrea","ERI",2012,NA,NA,NA,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","ETH",2012,23.600417677317,45.3979041835072,44.33094275,"Sub-Saharan Africa","Low income",12.15,"Ethiopia","Ethiopian Birr",111842.4765625,123886.125,92.726985,41.8769874572754,NA,1.3182315826416,99270.9453125,134575.984375,114179.6953125,123944.25,292316.03125,NA,NA,NA,135960,126899.8828125,148159.203125,207680.234375,NA,NA,NA,NA,NA,0.0478822998702526,17.7047613782674,0.343417912721634,0.369684875011444,0.340560436248779,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.224123348504486,65.5555555555556,0.697019875049591,0.284846156835556,0.103912383317947,0.0352492742240429,-0.156122773885727,0.0350950956344604,0.354050904512405,0.44354259967804,0.272094339132309,0.661795139312744,0.615638852119446,0.255620807409286,NA,11.8201160038101,NA,3.73473645068524,3.16126441006635,3.81546594062287,3.79168291516742,2.49732916978656,2958.33421939421
"Micronesia, Fed. Sts.","FSM",2012,5.01850353045616,111.358914489194,28.10718576,"East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6131317877598,4.71275844877633,3.3360252646451,NA,NA
"Ghana","GHA",2012,11.1863409441067,93.1680351286831,22.13115469,"Sub-Saharan Africa","Lower middle income",12.59,"Ghana","Cedi",138930.78125,138776.234375,25.99645,11.0670156478882,NA,2.31609654426575,116786.3125,161763.40625,141132.65625,138445.546875,698790.5,NA,NA,NA,117221.1953125,104930.3125,133347.59375,320101.46875,NA,NA,NA,NA,NA,0.0511421784758568,1.79581666666667,0.384139984846115,0.393337517976761,0.400971859693527,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.474511206088957,58.8888888888889,0.690926432609558,0.324872136116028,0.15262770652771,0.182732403278351,-0.165653184056282,-0.185505419969559,0.388830423355103,0.417219549417496,0.362906992435455,0.623008906841278,0.592053055763245,0.223907321691513,NA,11.6718179871504,NA,2.40396912120486,2.41469347547242,4.53440469214135,3.09698633028874,2.53290284805626,12539.6257482912
"Guinea","GIN",2012,15.2262941038638,86.6743242374599,16.83167319,"Sub-Saharan Africa","Lower middle income",15.28,"Guinea","Guinea Franc",20903.3515625,22976.0078125,10.652031,3.80746507644653,NA,NA,21543.015625,25066.2890625,20819.2578125,22147.01953125,36036.453125,0.000636663637124002,NA,NA,21369.39453125,21470.234375,25000.58984375,29897.677734375,0.578203499317169,NA,NA,0.359281897544861,0.209957480430603,0.0575255453586578,6985.82902633333,0.334615886211395,0.366874039173126,0.344879150390625,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.265976932347583,57.7777777777778,0.793866515159607,0.159085676074028,0.178861021995544,0.180106997489929,-0.311920255422592,-4.02038569102814e-10,0.347120225429535,0.564116239547729,0.279115945100784,0.634533703327179,0.591938853263855,0.360941916704178,1.17205572128296,9.9697150152609,-0.5478293973304,1.33696363343954,2.72302380859553,4.46215769503028,2.82326242037346,2.72654478373837,6034.46317988116
"Gambia, The","GMB",2012,4.25432199813899,47.7006731141985,27.39357146,"Sub-Saharan Africa","Low income",22.35,"Gambia","Dalasi",4484.62548828125,4924.6640625,1.905013,0.544300019741058,NA,1.49872958660126,4451.37841796875,4862.2041015625,4500.5673828125,4880.271484375,13249.4453125,NA,NA,NA,4302.958984375,3925.0625,4050.57275390625,8995.8701171875,NA,NA,NA,NA,NA,0.0413243994116783,32.0771338886217,0.298115730285645,0.314405858516693,0.289943873882294,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.304141663771218,67.7777777777778,0.80283534526825,0.0841809287667274,0.10928163677454,0.0362831316888332,-0.136806726455688,0.104225650429726,0.305932760238647,0.490912675857544,0.240688130259514,0.671185612678528,0.569199681282043,0.274768441915512,NA,8.36705820092587,NA,-0.608254677273274,1.44793540694097,3.8649455092035,3.31030836761868,3.10682632105958,9047.70142180562
"Guinea-Bissau","GNB",2012,2.13054580274493,41.1729928433818,38.08528951,"Sub-Saharan Africa","Low income",8.2,"Guinea-Bissau","CFA Franc BCEAO",2336.50756835938,2423.4462890625,1.604979,0.638246893882751,NA,NA,2407.08618164062,2540.03662109375,2306.16088867188,2338.32983398438,5854.88671875,NA,NA,NA,2799.7587890625,2440.09228515625,2566.81005859375,5458.87353515625,NA,NA,NA,NA,NA,0.0240052547305822,510.52713590197,0.422370195388794,0.428992986679077,0.423091262578964,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.0914838435756903,51.1111111111111,0.851826667785645,0.0568570382893085,0.1775773614645,0.106014408171177,-0.192275494337082,0,0.445677936077118,0.548899531364441,0.310564577579498,0.621022045612335,0.565565764904022,0.312428742647171,NA,7.93728854568906,NA,-0.449030089487738,0.756378192316238,3.71778252790241,3.63982810547631,2.10413415427021,3797.03577454103
"Honduras","HND",2012,5.19618615531848,121.188215808285,13.56629403,"Latin America & Caribbean","Lower middle income",37.76,"Honduras","Lempira",37505.72265625,39520.078125,8.640691,3.11640000343323,NA,2.14332270622253,36436.9921875,45503.27734375,38115.51171875,38980.29296875,141755.359375,0.00195712619461119,0.413184255361557,0.463436484336853,42076.9453125,37859.19921875,48202.33203125,171795.5625,0.858660340309143,1.03807079792023,1.03864049911499,0.59649258852005,0.0895078182220459,0.0563834570348263,19.5022495121615,0.482160300016403,0.486115843057632,0.475331366062164,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.586089736610881,68.8888888888889,0.822319507598877,0.232586339116096,0.112434662878513,0.183973550796509,-0.370705395936966,0.0193913206458092,0.454433113336563,0.502013027667999,0.684950232505798,0.654852747917175,0.598384320735931,0.345651119947433,0.582483112812042,10.6472552523931,-0.152381848105539,1.13667849057623,1.64792492482527,4.79734483960356,2.60758833632705,3.6312503412773,12681.3239896875
"Haiti","HTI",2012,5.01804155429246,40.2582414988129,19.46990359,"Latin America & Caribbean","Lower middle income",11.73,"Haiti","Gourde",16880.640625,18732.806640625,10.25093,3.86629986763,NA,1.63764417171478,18732.81640625,23771.9296875,17440.630859375,18823.078125,145743.390625,NA,NA,NA,16314.158203125,17439.93359375,21605.89453125,118827.625,NA,NA,NA,NA,NA,0.0126926656812429,41.9497229523156,0.445474803447723,0.448238521814346,0.415317982435226,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.111977187052043,38.8888888888889,0.972988545894623,0.267709285020828,0.0222161523997784,0.120699107646942,-0.383257687091827,-0.000355369935277849,0.445808470249176,0.458512634038925,0.430861085653305,0.58197432756424,0.576283037662506,0.311061590909958,NA,9.69978861119765,NA,1.35229794312472,1.61303972895667,3.69531474063905,2.96886986765125,2.46214966266538,4845.1509924159
"India","IND",2012,9.47899691419801,55.793721717249,16.84537707,"South Asia","Lower middle income",34.98,"India","Indian Rupee",6221945,6620450.5,1265.780247,469.831085205078,2115.71386434159,2.00992655754089,4623438,6733852.5,6383269.5,6760591,24331510,0.329322934150696,0.43802684545517,0.419206827878952,5793006,4152463,5993729.5,21863598,0.711385667324066,0.866214036941528,0.884854435920715,0.511407077312469,0.110304087400436,0.0538023747503757,53.4372333333333,0.270249634981155,0.291524171829224,0.275253623723984,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.576583095990448,75.5555555555556,0.582410752773285,0.312164187431335,0.101470023393631,0.0643555521965027,-0.112417101860046,0.0520165860652924,0.266840577125549,0.338131844997406,0.289816617965698,0.666541695594788,0.643415987491608,0.209710538387299,0.42097082734108,15.572161885811,-0.340540566811495,6.15237323692621,2.24907849992997,4.02166134902929,2.82407626129187,3.55477646959046,14091.1291493414
"Iran, Islamic Rep.","IRN",2012,27.2568127242908,44.0893466807453,6.796937167,"Middle East & North Africa","Lower middle income",NA,"Iran (Islamic Republic of)","Iranian Rial",1265062,1285077.5,75.539878,21.0893440246582,NA,2.204181432724,879630,1242933.75,1275241.875,1278926.25,5811320,0.0520921647548676,0.990893721580505,0.925290405750275,934510.9375,727941.75,1069628.875,5886018.5,0.944840967655182,0.926096439361572,1.09519875049591,0.291134148836136,0.0670236349105835,0.0462313629686832,12175.5472222222,0.391613870859146,0.472857117652893,0.471494913101196,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.44969569354432,70,0.487139046192169,0.284069359302521,0.200648829340935,0.115940153598785,-0.0635965690016747,-0.0242007691413164,0.461368769407272,0.669563055038452,0.222261652350426,0.555625259876251,0.645686745643616,0.447324007749557,1.2511899471283,13.7477786099291,-0.0567386538460163,3.04876789038715,3.30530349809326,3.78621818140443,1.91647209409638,NA,60934.9204269917
"Jordan","JOR",2012,4.5152295667099,117.855587685189,3.305119288,"Middle East & North Africa","Lower middle income",58.91,"Jordan","Jordanian Dinar",81099.8359375,95518.8515625,8.089962,1.96724224090576,NA,2.80678057670593,80912.0390625,104151.8359375,81319.09375,93357.1640625,294715.3125,0.00345035549253225,0.856340825557709,0.917940139770508,91454.46875,89369.484375,105520.1484375,245653.328125,0.789947748184204,1.09957325458527,1.13770842552185,0.4901242852211,0.137005060911179,0.0382261537015438,0.71,0.379434674978256,0.389025628566742,0.338862180709839,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.640323550018991,75.5555555555556,0.633372068405151,0.248934283852577,0.233321398496628,0.130420580506325,-0.370331436395645,0.124283134937286,0.41695299744606,0.422417640686035,0.27758777141571,0.646955728530884,0.598482251167297,0.304226636886597,0.712820768356323,11.4235965181254,-0.2357884772475,0.676632684292892,1.50745603091632,4.76946004179391,1.19547256584444,4.0760108555336,48554.6973201028
"Kenya","KEN",2012,9.37777003547598,51.6236920232481,18.82972593,"Sub-Saharan Africa","Lower middle income",26.53,"Kenya","Kenyan Shilling",120021.640625,129439.2265625,44.343467,18.7149238586426,NA,2.20484805107117,115940.765625,138022.5,120889.7734375,128188.625,299646.3125,0.00390774803236127,0.360080540180206,0.372519046068192,155218.4375,142767.921875,169302.46875,341280.28125,0.736736536026001,1.02118957042694,1.01702427864075,0.611998200416565,0.140354558825493,0.0600164383649826,84.5296017573529,0.402870893478394,0.416992753744125,0.393249869346619,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.364813121606478,57.7777777777778,0.787453889846802,0.17225968837738,0.117000550031662,0.0631130859255791,-0.189323619008064,0.0494964271783829,0.393520474433899,0.491139948368073,0.465802371501923,0.641588628292084,0.611065924167633,0.310528546571732,0.763193011283875,11.952588678,-0.305524932351814,2.92932127288125,2.23834199866445,3.94398071484882,2.93543678759766,3.27827616814965,6916.36404936399
"Kyrgyz Republic","KGZ",2012,2.76844236540957,139.675937840309,16.65419638,"Europe & Central Asia","Lower middle income",85.29,"Kyrgyzstan","Som",21281.576171875,27309.091796875,5.621576,2.39167165756226,NA,3.23557496070862,28501.294921875,31564.09765625,20921.68359375,26412.4765625,38411.91796875,0.00060721772024408,0.453293859958649,0.520490109920502,28525.11328125,30900.70703125,33699.82421875,56199.578125,0.772745907306671,0.932501494884491,1.02523386478424,0.563615560531616,0.0532080829143524,0.03801454231143,47.0044791422568,0.268612444400787,0.315707713365555,0.25007638335228,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.375164206175382,84.4444444444444,0.805278837680817,0.115960478782654,0.273805737495422,0.100022725760937,-0.345036000013351,0.0499682314693928,0.297506153583527,0.753958523273468,0.183634266257286,0.637143731117249,0.589600086212158,0.659922659397125,0.723795235157013,10.2585401460195,-0.257804994254825,0.87199255976101,1.01828483907956,4.93932500976913,2.81266221950584,4.44605721433102,11418.4117667348
"Cambodia","KHM",2012,2.93431609293951,120.597437505889,33.51960361,"East Asia & Pacific","Lower middle income",16.98,"Cambodia","Riel",43796.21875,42552.61328125,14.780454,7.78894472122192,2414.25222223108,1.77069139480591,38973.38671875,46461.84765625,44513.1953125,42707.30859375,89892.4453125,NA,NA,NA,44919.41796875,37501.625,45405.1484375,96912.765625,NA,NA,NA,NA,NA,0.0397077091038227,4033,0.309648454189301,0.315736711025238,0.329087734222412,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.376611722936034,67.7777777777778,0.820083022117615,0.175343737006187,0.0924864038825035,0.293475538492203,-0.282434850931168,-0.0989539101719856,0.321366935968399,0.347422778606415,0.205739870667458,0.625369548797607,0.585524618625641,0.203356027603149,NA,10.7126254517059,NA,2.05270538488116,1.07647440838939,4.79245803618914,3.51213045006663,2.8320361808832,5463.20648101536
"Kiribati","KIR",2012,-3.04586292775563,105.381097361214,NA,"East Asia & Pacific","Lower middle income",16.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65758327809961,NA,2.81720351499873,NA
"Lao PDR","LAO",2012,4.2551267783209,98.1851264313662,18.54848657,"East Asia & Pacific","Lower middle income",24.57,"Lao People's DR","Kip",33416.75390625,38744.21484375,6.44453,3.20676469802856,NA,1.83793306350708,31500.83203125,40939.3828125,33438.57421875,37598.90625,98692.875,0.00176512182224542,0.486493796110153,0.508969604969025,35416.421875,31650.5390625,40547.41015625,98209.7578125,0.610512495040894,0.993426382541656,1.08962857723236,0.397984206676483,0.184350594878197,0.0524150729179382,8007.7575,0.290938913822174,0.304778397083282,0.271054595708847,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.618563524377985,70,0.60338944196701,0.251032620668411,0.234423041343689,0.165988758206367,-0.25483438372612,4.85774364733516e-07,0.343701153993607,0.350967228412628,0.155132353305817,0.618515074253082,0.641469895839691,0.204682931303978,0.529998064041138,10.47493088633,-0.493456518743371,1.165262546653,1.44812455672152,4.58685474188651,2.92038819920217,3.20152618653309,12082.02612046
"Lebanon","LBN",2012,6.58147447683677,88.5455019230591,3.764530777,"Middle East & North Africa","Lower middle income",NA,"Lebanon","Lebanese Pound",81021.921875,85621.65625,5.537612,1.59623086452484,NA,NA,77983.71875,107334.3046875,81988.6640625,83962.421875,444536.8125,0.00541671877726912,NA,NA,99607.3984375,84847.1953125,111179.859375,443065.5625,0.822211384773254,NA,NA,0.444804221391678,0.137837052345276,0.0364649333059788,1507.5,0.599336981773376,0.537098586559296,0.524472594261169,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,66.6666666666667,0.741937518119812,0.349568158388138,0.186855554580688,0.0799930244684219,-0.428462237119675,0.0701080188155174,0.653690993785858,0.371732741594315,0.383516490459442,0.661985337734222,0.587816774845123,0.317234814167023,0.688219130039215,11.508991722315,-0.195757757894138,0.467645140524452,1.88425880485967,4.48351656590937,1.32562322586235,NA,53639.8951761201
"Liberia","LBR",2012,6.83178703418548,NA,46.71272963,"Sub-Saharan Africa","Low income",6.45,"Liberia","US Dollar",3472.81079101562,3776.7314453125,4.135659,1.47846114635468,NA,1.74787986278534,3307.46508789062,4719.12744140625,3522.5859375,3638.52783203125,12618.537109375,NA,NA,NA,5280.330078125,5169.63671875,6795.9931640625,14402.5439453125,NA,NA,NA,NA,NA,0.0612321309745312,1,0.478916615247726,0.492252022027969,0.476566404104233,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular",NA,0.421790167700987,43.3333333333333,0.640584588050842,0.387976229190826,0.268427312374115,0.197999954223633,-0.494411438703537,-0.000576701189856976,0.481811970472336,0.523496270179749,0.472007095813751,0.664882183074951,0.593130469322205,0.330161154270172,NA,8.57174388954274,NA,0.391001780867816,1.92158628418916,NA,3.84401671061434,1.86408013080768,2554.50165506512
